t,src_ip,src_port,dst_ip,dst_port,cwnd,ssthresh,srtt_us,retrans,inflight,bytes_acked,ca_state
0.477051,127.0.0.1,51230,127.0.0.1,5201,33,33,113,0,3,25952294,Open
0.477062,127.0.0.1,51230,127.0.0.1,5201,33,33,101,0,1,26083260,Open
0.477091,127.0.0.1,51230,127.0.0.1,5201,33,33,91,0,3,26083366,Open
0.477101,127.0.0.1,51230,127.0.0.1,5201,33,33,81,0,2,26148849,Open
0.477137,127.0.0.1,51230,127.0.0.1,5201,33,33,73,0,3,26214438,Open
0.477173,127.0.0.1,51230,127.0.0.1,5201,33,33,67,0,3,26345510,Open
0.477209,127.0.0.1,51230,127.0.0.1,5201,33,33,62,0,3,26476582,Open
0.477245,127.0.0.1,51230,127.0.0.1,5201,33,33,57,0,3,26607654,Open
0.477281,127.0.0.1,51230,127.0.0.1,5201,33,33,53,0,3,26738726,Open
0.477335,127.0.0.1,51230,127.0.0.1,5201,33,33,50,0,3,26869798,Open
0.477379,127.0.0.1,51230,127.0.0.1,5201,33,33,49,0,3,27000870,Open
0.477415,127.0.0.1,51230,127.0.0.1,5201,33,33,46,0,3,27131942,Open
0.477451,127.0.0.1,51230,127.0.0.1,5201,33,33,43,0,3,27263014,Open
0.477486,127.0.0.1,51230,127.0.0.1,5201,33,33,41,0,3,27394086,Open
0.477522,127.0.0.1,51230,127.0.0.1,5201,33,33,39,0,3,27525158,Open
0.477558,127.0.0.1,51230,127.0.0.1,5201,33,33,37,0,3,27656230,Open
0.477593,127.0.0.1,51230,127.0.0.1,5201,33,33,36,0,3,27787302,Open
0.477629,127.0.0.1,51230,127.0.0.1,5201,33,33,34,0,3,27918374,Open
0.477665,127.0.0.1,51230,127.0.0.1,5201,33,33,33,0,3,28049446,Open
0.477701,127.0.0.1,51230,127.0.0.1,5201,33,33,32,0,3,28180518,Open
0.477737,127.0.0.1,51230,127.0.0.1,5201,33,33,31,0,3,28311590,Open
0.477772,127.0.0.1,51230,127.0.0.1,5201,33,33,30,0,3,28442662,Open
0.477807,127.0.0.1,51230,127.0.0.1,5201,33,33,29,0,3,28573734,Open
0.477842,127.0.0.1,51230,127.0.0.1,5201,33,33,29,0,3,28704806,Open
0.477877,127.0.0.1,51230,127.0.0.1,5201,33,33,28,0,3,28835878,Open
0.477913,127.0.0.1,51230,127.0.0.1,5201,33,33,28,0,3,28966950,Open
0.477948,127.0.0.1,51230,127.0.0.1,5201,33,33,27,0,3,29098022,Open
